name,college,major,paper
郭晓旺,江南大学,计算机软件及计算机应用;自动化技术;,融合知识图谱与图卷积网络的混合推荐模型
夏鸿斌,江南大学,计算机软件及计算机应用;自动化技术;互联网技术;,融合知识图谱与图卷积网络的混合推荐模型
刘渊,江南大学,计算机软件及计算机应用;,融合知识图谱与图卷积网络的混合推荐模型
徐有为,陆军工程大学,计算机软件及计算机应用;宏观经济管理与可持续发展;,知识图谱嵌入研究综述
张宏军,陆军工程大学,计算机软件及计算机应用;武器工业与军事技术;自动化技术;,知识图谱嵌入研究综述
程恺,陆军工程大学,武器工业与军事技术;计算机软件及计算机应用;自动化技术;,知识图谱嵌入研究综述
廖湘琳,陆军工程大学,高等教育;计算机软件及计算机应用;军事;,知识图谱嵌入研究综述
张紫萱,陆军工程大学,计算机软件及计算机应用;,知识图谱嵌入研究综述
李雷,陆军工程大学,计算机软件及计算机应用;,知识图谱嵌入研究综述
安波,中国社会科学院民族学与人类学研究所,图书情报与数字图书馆;中国语言文字;,文字知识图谱构建及应用
祝德刚,北京理工大学,计算机软件及计算机应用;工业通用技术及设备;电力工业;,基于专利知识图谱的产品创新概念设计方法
宫琳,北京理工大学,计算机软件及计算机应用;金属学及金属工艺;自动化技术;,基于专利知识图谱的产品创新概念设计方法
唐圣,北京理工大学,计算机软件及计算机应用;工业通用技术及设备;图书情报与数字图书馆;,基于专利知识图谱的产品创新概念设计方法
谢剑,北京理工大学,计算机软件及计算机应用;船舶工业;工业通用技术及设备;,基于专利知识图谱的产品创新概念设计方法
莫振冲,北京理工大学,计算机软件及计算机应用;电力工业;工业通用技术及设备;,基于专利知识图谱的产品创新概念设计方法
朱明仁,北京理工大学,工业通用技术及设备;计算机软件及计算机应用;图书情报与数字图书馆;,基于专利知识图谱的产品创新概念设计方法
刘恩海,河北工业大学,计算机软件及计算机应用;自动化技术;互联网技术;,基于实体活跃度及复制生成的时序知识图谱推理
楚航,河北工业大学,材料科学;计算机软件及计算机应用;,基于实体活跃度及复制生成的时序知识图谱推理
王利琴,河北工业大学,计算机软件及计算机应用;自动化技术;电信技术;,基于实体活跃度及复制生成的时序知识图谱推理
董永峰,河北工业大学,计算机软件及计算机应用;自动化技术;高等教育;,基于实体活跃度及复制生成的时序知识图谱推理
杨迪,国家电网公司,计算机软件及计算机应用;档案及博物馆;互联网技术;,一种知识图谱的电力设备缺陷检索方案设计与实现
梁懿,福建亿榕信息技术有限公司,计算机软件及计算机应用;电力工业;企业经济;,一种知识图谱的电力设备缺陷检索方案设计与实现
王秋琳,福建亿榕信息技术有限公司,电力工业;计算机软件及计算机应用;计算机硬件技术;,一种知识图谱的电力设备缺陷检索方案设计与实现
陈新梅,福建亿榕信息技术有限公司,计算机软件及计算机应用;档案及博物馆;,一种知识图谱的电力设备缺陷检索方案设计与实现
陈恩光,福建亿榕信息技术有限公司,计算机软件及计算机应用;电力工业;,一种知识图谱的电力设备缺陷检索方案设计与实现
王燕蓉,福建亿榕信息技术有限公司,计算机软件及计算机应用;,一种知识图谱的电力设备缺陷检索方案设计与实现
葛富斌,国家知识产权局,计算机软件及计算机应用;图书情报与数字图书馆;,知识图谱技术在专利语义检索领域的应用研究
沈欣,东软集团股份有限公司,图书情报与数字图书馆;,知识图谱技术在专利语义检索领域的应用研究
侯靖琳,东华大学,建筑科学与工程;计算机软件及计算机应用;,基于知识图谱嵌入和补全的电梯故障预测
仇润鹤,东华大学,电信技术;自动化技术;计算机软件及计算机应用;,基于知识图谱嵌入和补全的电梯故障预测
薛季爱,上海市特种设备监督检验技术研究院,建筑科学与工程;机械工业;金属学及金属工艺;,基于知识图谱嵌入和补全的电梯故障预测
王晨,上海市特种设备监督检验技术研究院,建筑科学与工程;计算机软件及计算机应用;电力工业;,基于知识图谱嵌入和补全的电梯故障预测
蒋学芹,东华大学,电信技术;计算机软件及计算机应用;自动化技术;,基于知识图谱嵌入和补全的电梯故障预测
江双五,安徽省气象信息中心,气象学;计算机软件及计算机应用;自动化技术;,气象记录档案知识图谱构建
刘惠兰,安徽省气象信息中心,气象学;环境科学与资源利用;无线电电子学;,气象记录档案知识图谱构建
温华洋,安徽省气象信息中心,气象学;计算机软件及计算机应用;自动化技术;,气象记录档案知识图谱构建
谢伟,安徽省气象信息中心,气象学;计算机软件及计算机应用;自然地理学和测绘学;,气象记录档案知识图谱构建
张宇,北京农业智能装备工程技术研究中心,计算机软件及计算机应用;园艺;轻工业手工业;,基于Neo4j的草莓种植管理知识图谱构建及验证
郭文忠,北京农业智能装备工程技术研究中心,园艺;农艺学;农业工程;,基于Neo4j的草莓种植管理知识图谱构建及验证
林森,北京农业智能装备工程技术研究中心,农业工程;园艺;自动化技术;,基于Neo4j的草莓种植管理知识图谱构建及验证
文朝武,北京农业智能装备工程技术研究中心,计算机软件及计算机应用;自动化技术;汽车工业;,基于Neo4j的草莓种植管理知识图谱构建及验证
龙洁花,北京农业智能装备工程技术研究中心,计算机软件及计算机应用;自动化技术;园艺;,基于Neo4j的草莓种植管理知识图谱构建及验证
范佳荣,东北师范大学,教育理论与教育管理;计算机软件及计算机应用;中等教育;,学科知识图谱研究：由知识学习走向思维发展
钟绍春,东北师范大学,教育理论与教育管理;计算机软件及计算机应用;中等教育;,学科知识图谱研究：由知识学习走向思维发展
周贞云,杭州电子科技大学,自动化技术;图书情报与数字图书馆;高等教育;,面向人工智能的我国知识图谱研究的分布特点与发展趋势
邱均平,杭州电子科技大学,图书情报与数字图书馆;高等教育;科学研究管理;,面向人工智能的我国知识图谱研究的分布特点与发展趋势
曾晓玲,黄河水利委员会水文水资源勘测局,计算机软件及计算机应用;水利水电工程;互联网技术;,基于黄河资源整合共享的知识图谱研究和应用
张弓,黄河水利委员会信息中心,水利水电工程;计算机软件及计算机应用;图书情报与数字图书馆;,基于黄河资源整合共享的知识图谱研究和应用
李炜卓,南京邮电大学,自动化技术;保险;高等教育;,浅谈知识图谱课程中的教学与实践
季秋,南京邮电大学,自动化技术;计算机软件及计算机应用;高等教育;,浅谈知识图谱课程中的教学与实践
王亮,,水利水电工程;电信技术;,知识图谱技术在北江流域水利工程联合调度中的应用
周刚,福建省电力有限公司,电力工业;电信技术;核科学技术;,面向电力传输信息系统故障定位的知识图谱构建与应用
闫龙川,国网信息通信有限公司,电力工业;计算机软件及计算机应用;电信技术;,面向电力传输信息系统故障定位的知识图谱构建与应用
吴小华,安徽南瑞继远软件有限公司,电信技术;电力工业;自动化技术;,面向电力传输信息系统故障定位的知识图谱构建与应用
韩建兴,北京邮电大学,电力工业;,面向电力传输信息系统故障定位的知识图谱构建与应用
李卓桐,北京邮电大学,电信技术;电力工业;信息经济与邮政经济;,面向电力传输信息系统故障定位的知识图谱构建与应用
赵永利,北京邮电大学,电信技术;物理学;自动化技术;,面向电力传输信息系统故障定位的知识图谱构建与应用
王西锋,宝鸡文理学院,计算机软件及计算机应用;互联网技术;高等教育;,知识图谱在医疗领域的应用研究
张晓孪,宝鸡文理学院,计算机软件及计算机应用;互联网技术;高等教育;,知识图谱在医疗领域的应用研究
朱冬亮,中国科学院成都文献情报中心,计算机软件及计算机应用;自动化技术;生物医学工程;,基于知识图谱的推荐系统研究综述
文奕,中国科学院大学,图书情报与数字图书馆;计算机软件及计算机应用;科学研究管理;,基于知识图谱的推荐系统研究综述
万子琛,中国科学院成都文献情报中心,计算机软件及计算机应用;,基于知识图谱的推荐系统研究综述
周叶,新疆师范高等专科学校,计算机软件及计算机应用;教育理论与教育管理;电信技术;,基于教育云平台资源推荐的知识图谱构建与应用研究
何颖,兰州工商学院,金融;农业经济;计算机软件及计算机应用;,基于知识图谱技术进行金融风险管控的思考
王俊,兰州工商学院,计算机软件及计算机应用;金融;,基于知识图谱技术进行金融风险管控的思考
邱凌,贵州大学,航空航天科学与工程;计算机软件及计算机应用;图书情报与数字图书馆;,航空制造知识图谱构建研究综述
张安思,贵州大学,自动化技术;工业通用技术及设备;计算机软件及计算机应用;,航空制造知识图谱构建研究综述
李少波,贵州大学,自动化技术;计算机软件及计算机应用;机械工业;,航空制造知识图谱构建研究综述
张仪宗,贵州大学,航空航天科学与工程;计算机软件及计算机应用;图书情报与数字图书馆;,航空制造知识图谱构建研究综述
沈明明,贵州大学,计算机软件及计算机应用;金属学及金属工艺;农业工程;,航空制造知识图谱构建研究综述
周鹏,贵州大学,工业通用技术及设备;有机化工;无机化工;,航空制造知识图谱构建研究综述
刘政昊,武汉大学,证券;投资;金融;,知识关联视角下金融证券知识图谱构建与相关股票发现
钱宇星,武汉大学,图书情报与数字图书馆;投资;预防医学与卫生学;,知识关联视角下金融证券知识图谱构建与相关股票发现
衣天龙,武汉大学,证券;投资;金融;,知识关联视角下金融证券知识图谱构建与相关股票发现
吕华揆,武汉大学,证券;投资;金融;,知识关联视角下金融证券知识图谱构建与相关股票发现
刘毓,陆军工程大学,电信技术;计算机软件及计算机应用;,面向通信辐射源威胁评估的知识图谱构建
李京华,陆军工程大学,电信技术;航空航天科学与工程;计算机软件及计算机应用;,面向通信辐射源威胁评估的知识图谱构建
孙佳琛,陆军工程大学,电信技术;计算机软件及计算机应用;武器工业与军事技术;,面向通信辐射源威胁评估的知识图谱构建
丁国如,陆军工程大学,电信技术;自动化技术;航空航天科学与工程;,面向通信辐射源威胁评估的知识图谱构建
刘勘,中南财经政法大学,计算机软件及计算机应用;图书情报与数字图书馆;新闻与传媒;,面向营商环境的知识图谱构建研究
徐勤亚,中南财经政法大学,计算机软件及计算机应用;,面向营商环境的知识图谱构建研究
於陆,中南财经政法大学,计算机软件及计算机应用;,面向营商环境的知识图谱构建研究
俞玮,上海大学,会计;计算机软件及计算机应用;高等教育;,高校采购数据知识图谱的构建与实现
花永盛,上海大学,高等教育;化学;有机化工;,高校采购数据知识图谱的构建与实现
王瑞,上海大学,计算机软件及计算机应用;自动化技术;电信技术;,高校采购数据知识图谱的构建与实现
王林军,上海大学,无线电电子学;化学;工业通用技术及设备;,高校采购数据知识图谱的构建与实现
顾丹阳,陆军工程大学,武器工业与军事技术;,基于本体的主战武器装备知识图谱构建
李明倩,陆军工程大学,武器工业与军事技术;,基于本体的主战武器装备知识图谱构建
权冀川,陆军工程大学,计算机软件及计算机应用;武器工业与军事技术;自动化技术;,基于本体的主战武器装备知识图谱构建
刘勇,陆军工程大学,计算机软件及计算机应用;电信技术;武器工业与军事技术;,基于本体的主战武器装备知识图谱构建
罗晨,陆军工程大学,计算机软件及计算机应用;武器工业与军事技术;互联网技术;,基于本体的主战武器装备知识图谱构建
王帅奇,吉林大学,档案及博物馆;,中国革命历史档案知识图谱构建
陈晓美,吉林大学,图书情报与数字图书馆;计算机软件及计算机应用;新闻与传媒;,中国革命历史档案知识图谱构建
邓君,吉林大学,档案及博物馆;图书情报与数字图书馆;计算机软件及计算机应用;,中国革命历史档案知识图谱构建
孙治文,吉林大学,档案及博物馆;,中国革命历史档案知识图谱构建
李刚,华北电力大学,电力工业;自动化技术;计算机软件及计算机应用;,电力设备健康管理知识图谱：基本概念、关键技术及研究进展
李银强,华北电力大学,电力工业;,电力设备健康管理知识图谱：基本概念、关键技术及研究进展
王洪涛,华北电力大学,电力工业;,电力设备健康管理知识图谱：基本概念、关键技术及研究进展
谢庆,华北电力大学,电力工业;自动化技术;有机化工;,电力设备健康管理知识图谱：基本概念、关键技术及研究进展
陈烨,解放军信息工程大学,计算机软件及计算机应用;,多模态知识图谱构建与应用研究综述
周刚,解放军信息工程大学,计算机软件及计算机应用;互联网技术;电信技术;,多模态知识图谱构建与应用研究综述
卢记仓,解放军信息工程大学,计算机软件及计算机应用;电信技术;自然地理学和测绘学;,多模态知识图谱构建与应用研究综述
杨帅,山东省计算中心,电力工业;计算机软件及计算机应用;呼吸系统疾病;,COVID-19知识图谱构建与应用研究
王小红,山东省计算中心,电力工业;数学;计算机软件及计算机应用;,COVID-19知识图谱构建与应用研究
赵志刚,山东省计算中心,计算机软件及计算机应用;计算机硬件技术;电力工业;,COVID-19知识图谱构建与应用研究
潘景山,山东省计算中心,计算机软件及计算机应用;电力工业;公路与水路运输;,COVID-19知识图谱构建与应用研究
武鲁,齐鲁工业大学,电信技术;计算机硬件技术;计算机软件及计算机应用;,COVID-19知识图谱构建与应用研究
司元成,苏银金融租赁股份有限公司,投资;图书情报与数字图书馆;金融;,知识图谱基于金融租赁产业方向的分析与建议
温珂,苏银金融租赁股份有限公司,投资;图书情报与数字图书馆;金融;,知识图谱基于金融租赁产业方向的分析与建议
朱妍,苏银金融租赁股份有限公司,投资;图书情报与数字图书馆;金融;,知识图谱基于金融租赁产业方向的分析与建议
霍方柏,苏银金融租赁股份有限公司,投资;图书情报与数字图书馆;金融;,知识图谱基于金融租赁产业方向的分析与建议
李刚,南京大学,管理学;图书情报与数字图书馆;档案及博物馆;,面向图博档数字化服务融合的知识图谱构建与实现
朱学芳,南京大学,计算机软件及计算机应用;图书情报与数字图书馆;新闻与传媒;,面向图博档数字化服务融合的知识图谱构建与实现
黄治纲,东软集团股份有限公司,电力工业;计算机软件及计算机应用;计算机硬件技术;,基于司法案例知识图谱的类案推荐
谢新强,东北大学,电信技术;计算机软件及计算机应用;电力工业;,基于司法案例知识图谱的类案推荐
邢铁军,东软集团股份有限公司,电力工业;计算机软件及计算机应用;计算机硬件技术;,基于司法案例知识图谱的类案推荐
葛东,东软集团股份有限公司,电力工业;计算机软件及计算机应用;计算机硬件技术;,基于司法案例知识图谱的类案推荐
蔡晨秋,东软集团股份有限公司,计算机软件及计算机应用;诉讼法与司法制度;,基于司法案例知识图谱的类案推荐
窦丽莉,东软集团股份有限公司,计算机软件及计算机应用;诉讼法与司法制度;,基于司法案例知识图谱的类案推荐
王天翊,东软集团股份有限公司,计算机软件及计算机应用;电力工业;诉讼法与司法制度;,基于司法案例知识图谱的类案推荐
刘鹏程,西南交通大学,计算机软件及计算机应用;自动化技术;汽车工业;,基于第三方云平台的服务价值链多链知识图谱构建
孙林夫,西南交通大学,计算机软件及计算机应用;互联网技术;自动化技术;,基于第三方云平台的服务价值链多链知识图谱构建
井媛媛,中国中医科学院中医临床基础医学研究所,中医学;图书情报与数字图书馆;,基于文献计量的知识图谱在中医药领域中的应用分析
王连心,中国中医科学院中医临床基础医学研究所,中药学;中医学;心血管系统疾病;,基于文献计量的知识图谱在中医药领域中的应用分析
李敬华,中国中医科学院中医药信息研究所,中医学;计算机软件及计算机应用;中药学;,基于文献计量的知识图谱在中医药领域中的应用分析
姜俊杰,中国中医科学院中医临床基础医学研究所,中药学;中医学;消化系统疾病;,基于文献计量的知识图谱在中医药领域中的应用分析
谢丽,广州城市理工学院,计算机软件及计算机应用;电力工业;高等教育;,知识图谱课程教学探索与实践
宁泽飞,太原理工大学,计算机软件及计算机应用;,基于知识图谱和标签感知的推荐算法
孙静宇,太原理工大学,计算机软件及计算机应用;人物传记;科学研究管理;,基于知识图谱和标签感知的推荐算法
王欣娟,太原理工大学,计算机软件及计算机应用;,基于知识图谱和标签感知的推荐算法
肖飞龙,湖北省疾病预防控制中心,医药卫生方针政策与法律法规研究;计算机软件及计算机应用;互联网技术;,基于Neo4j的疾病预防与控制知识图谱研究
张爽,中国地质大学(武汉),地质学;矿业工程;计算机软件及计算机应用;,基于Neo4j的疾病预防与控制知识图谱研究
胡志凌,中国地质大学(武汉),医学教育与医学边缘学科;计算机软件及计算机应用;,基于Neo4j的疾病预防与控制知识图谱研究
宁原隆,解放军信息工程大学,计算机软件及计算机应用;自动化技术;,一种融合关系路径与实体描述信息的知识图谱表示学习方法
周刚,解放军信息工程大学,计算机软件及计算机应用;互联网技术;电信技术;,一种融合关系路径与实体描述信息的知识图谱表示学习方法
卢记仓,解放军信息工程大学,计算机软件及计算机应用;电信技术;自然地理学和测绘学;,一种融合关系路径与实体描述信息的知识图谱表示学习方法
杨大伟,解放军信息工程大学,计算机软件及计算机应用;电力工业;,一种融合关系路径与实体描述信息的知识图谱表示学习方法
张田,战略支援部队信息工程大学,计算机软件及计算机应用;自动化技术;电信技术;,一种融合关系路径与实体描述信息的知识图谱表示学习方法
唐金成,广西大学,保险;投资;市场研究与信息;,知识图谱技术赋能信用保证保险高质量发展研究
韩晴,广西大学,保险;计算机软件及计算机应用;自动化技术;,知识图谱技术赋能信用保证保险高质量发展研究
王国明,安徽理工大学,计算机软件及计算机应用;自动化技术;计算机硬件技术;,知识图谱的应用分析与架构的研究
卞玉露,安徽理工大学,计算机软件及计算机应用;,知识图谱的应用分析与架构的研究
韩吉南,中国航天科工集团第三研究院,工业通用技术及设备;航空航天科学与工程;计算机软件及计算机应用;,面向航天装备大数据的知识图谱体系
袁鸿翼,中国航天科工集团第三研究院,武器工业与军事技术;计算机软件及计算机应用;自然地理学和测绘学;,面向航天装备大数据的知识图谱体系
郑奎志,中国航天科工集团第三研究院,航空航天科学与工程;计算机软件及计算机应用;,面向航天装备大数据的知识图谱体系
朱宸来,中国航天科工集团第三研究院,航空航天科学与工程;计算机软件及计算机应用;,面向航天装备大数据的知识图谱体系
张兵,中国航天科工集团第三研究院,航空航天科学与工程;计算机软件及计算机应用;,面向航天装备大数据的知识图谱体系
熊中敏,上海海洋大学,计算机软件及计算机应用;海洋学;电信技术;,知识图谱在海洋领域的应用及前景分析综述
马海宇,上海海洋大学,海洋学;计算机软件及计算机应用;图书情报与数字图书馆;,知识图谱在海洋领域的应用及前景分析综述
李帅,成都理工大学,旅游;海洋学;计算机软件及计算机应用;,知识图谱在海洋领域的应用及前景分析综述
张娜,上海海洋大学,海洋学;计算机软件及计算机应用;图书情报与数字图书馆;,知识图谱在海洋领域的应用及前景分析综述
朱冬亮,中国科学院成都文献情报中心,计算机软件及计算机应用;自动化技术;生物医学工程;,基于知识图谱的推荐系统研究综述
文奕,中国科学院大学,图书情报与数字图书馆;计算机软件及计算机应用;科学研究管理;,基于知识图谱的推荐系统研究综述
万子琛,中国科学院成都文献情报中心,计算机软件及计算机应用;,基于知识图谱的推荐系统研究综述
何江波,中国船舶重工集团第七零九研究所,计算机软件及计算机应用;图书情报与数字图书馆;,面向海上多节点信息资源管理的知识图谱构建方法
韩宛彤,中国船舶重工集团第七零九研究所,计算机软件及计算机应用;图书情报与数字图书馆;,面向海上多节点信息资源管理的知识图谱构建方法
黄继红,中国船舶重工集团第七零九研究所,计算机软件及计算机应用;图书情报与数字图书馆;,面向海上多节点信息资源管理的知识图谱构建方法
赵恒,中国船舶重工集团第七零九研究所,计算机软件及计算机应用;自动化技术;电信技术;,面向海上多节点信息资源管理的知识图谱构建方法
张吉祥,山东科技大学,计算机软件及计算机应用;自动化技术;,知识图谱构建技术综述
张祥森,山东科技大学,计算机软件及计算机应用;自动化技术;,知识图谱构建技术综述
武长旭,山东科技大学,自动化技术;计算机软件及计算机应用;,知识图谱构建技术综述
赵增顺,山东科技大学,计算机软件及计算机应用;自动化技术;石油天然气工业;,知识图谱构建技术综述
封皓君,海军工程大学,计算机软件及计算机应用;,面向知识图谱的知识推理综述
段立,海军工程大学,电信技术;武器工业与军事技术;计算机软件及计算机应用;,面向知识图谱的知识推理综述
张碧莹,海军工程大学,计算机软件及计算机应用;,面向知识图谱的知识推理综述
申云凤,吉林警察学院,计算机软件及计算机应用;教育理论与教育管理;公安;,多源异构数据情境下公安知识图谱模型构建与智能应用
刘月峰,内蒙古科技大学,计算机软件及计算机应用;自动化技术;电力工业;,基于纪检招投标监督的知识图谱构建与应用
郭威,内蒙古科技大学,计算机软件及计算机应用;航空航天科学与工程;自动化技术;,基于纪检招投标监督的知识图谱构建与应用
张晗宇,内蒙古科技大学,计算机软件及计算机应用;宏观经济管理与可持续发展;,基于纪检招投标监督的知识图谱构建与应用
边浩东,内蒙古科技大学,计算机软件及计算机应用;航空航天科学与工程;自动化技术;,基于纪检招投标监督的知识图谱构建与应用
何滢婕,内蒙古科技大学,计算机软件及计算机应用;航空航天科学与工程;自动化技术;,基于纪检招投标监督的知识图谱构建与应用
张小燕,内蒙古科技大学,计算机软件及计算机应用;航空航天科学与工程;自动化技术;,基于纪检招投标监督的知识图谱构建与应用
董建敏,,计算机软件及计算机应用;宏观经济管理与可持续发展;,基于纪检招投标监督的知识图谱构建与应用
弓彦章,,计算机软件及计算机应用;宏观经济管理与可持续发展;,基于纪检招投标监督的知识图谱构建与应用
邵磊落,山东省济宁市供电公司,审计;电力工业;工业经济;,面向电网企业内控审计的知识图谱建模研究
周成轩,山东省济宁市供电公司,审计;电力工业;工业经济;,面向电网企业内控审计的知识图谱建模研究
黄琪华,山东电力集团公司,审计;电力工业;工业经济;,面向电网企业内控审计的知识图谱建模研究
张铖怡,同济大学,审计;电力工业;工业经济;,面向电网企业内控审计的知识图谱建模研究
余建波,同济大学,自动化技术;计算机软件及计算机应用;教育理论与教育管理;,面向电网企业内控审计的知识图谱建模研究
凯比努尔·赛地艾合买提,喀什大学,计算机软件及计算机应用;高等教育;互联网技术;,面向软件工程的知识图谱构建技术
嵇冠男,解放军海军装备部驻沈阳军事代表局,武器工业与军事技术;船舶工业;,基于知识图谱的舰艇通信网络故障推理技术研究
陶玉刚,中国船舶重工集团公司第七二二研究所,电信技术;船舶工业;武器工业与军事技术;,基于知识图谱的舰艇通信网络故障推理技术研究
丁勇,中国船舶重工集团公司第七二二研究所,武器工业与军事技术;船舶工业;,基于知识图谱的舰艇通信网络故障推理技术研究
文乐章,中国船舶重工集团中国舰船研究院,武器工业与军事技术;船舶工业;电信技术;,基于知识图谱的舰艇通信网络故障推理技术研究
戎菲,中国中医科学院,中医学;,中医药知识图谱应用现状分析及痴呆痰瘀互结证知识图谱构建探索
佟旭,中国中医科学院,中医学;中药学;医药卫生方针政策与法律法规研究;,中医药知识图谱应用现状分析及痴呆痰瘀互结证知识图谱构建探索
胡镜清,中国中医科学院,中医学;中药学;医药卫生方针政策与法律法规研究;,中医药知识图谱应用现状分析及痴呆痰瘀互结证知识图谱构建探索
何政,武汉大学,计算机软件及计算机应用;电力工业;电信技术;,基于知识图谱的C#课程学习导航系统研究
叶刚,武汉大学,计算机软件及计算机应用;互联网技术;电力工业;,基于知识图谱的C#课程学习导航系统研究
何奇兵,南昌职业大学,船舶工业;计算机软件及计算机应用;,基于知识图谱的舰船图像目标识别算法
龚仁彬,中国石油勘探开发研究院,计算机软件及计算机应用;电信技术;石油天然气工业;,知识图谱在石油勘探开发领域的应用现状及发展趋势
杨燕子,兰州理工大学,石油天然气工业;计算机软件及计算机应用;图书情报与数字图书馆;,知识图谱在石油勘探开发领域的应用现状及发展趋势
任义丽,中国石油勘探开发研究院,石油天然气工业;自动化技术;地质学;,知识图谱在石油勘探开发领域的应用现状及发展趋势
张晓宇,中国石油勘探开发研究院,石油天然气工业;计算机软件及计算机应用;图书情报与数字图书馆;,知识图谱在石油勘探开发领域的应用现状及发展趋势
刘慧琳,中国人民大学,档案及博物馆;图书情报与数字图书馆;文化;,标准文件的知识图谱组织模式探究
牛力,中国人民大学,档案及博物馆;计算机软件及计算机应用;图书情报与数字图书馆;,标准文件的知识图谱组织模式探究
张云中,上海大学,图书情报与数字图书馆;计算机软件及计算机应用;新闻与传媒;,历史文化名人游学足迹知识图谱的构建与可视化
孙平,上海大学,计算机软件及计算机应用;图书情报与数字图书馆;,历史文化名人游学足迹知识图谱的构建与可视化
古丽娜·阿扎提,伊犁师范大学,旅游;高等教育;图书情报与数字图书馆;,基于知识图谱构建中国史学史课程知识体系浅析
林家杰,南京国睿信维软件有限公司,工业经济;图书情报与数字图书馆;信息经济与邮政经济;,制造型企业知识图谱构建与应用
徐诺凡,南京国睿信维软件有限公司,工业经济;图书情报与数字图书馆;信息经济与邮政经济;,制造型企业知识图谱构建与应用
张伟伟,南京国睿信维软件有限公司,工业经济;图书情报与数字图书馆;信息经济与邮政经济;,制造型企业知识图谱构建与应用
郭刚,成都师范学院,教育理论与教育管理;轻工业手工业;计算机软件及计算机应用;,知识图谱技术在心理学研究领域中的应用
张雨露,成都师范学院,心理学;高等教育;,知识图谱技术在心理学研究领域中的应用
于敏章,成都师范学院,教育理论与教育管理;计算机硬件技术;轻工业手工业;,知识图谱技术在心理学研究领域中的应用
刘巍,解放军军事科学院,计算机软件及计算机应用;电信技术;计算机硬件技术;,知识图谱技术研究
陈霄,解放军军事科学院,电信技术;船舶工业;自动化技术;,知识图谱技术研究
陈静,解放军军事科学院,计算机软件及计算机应用;,知识图谱技术研究
周觐,解放军军事科学院,武器工业与军事技术;计算机软件及计算机应用;互联网技术;,知识图谱技术研究
张斌,解放军军事科学院,计算机软件及计算机应用;军事;科学研究管理;,知识图谱技术研究
李俊丽,青岛大学,计算机软件及计算机应用;临床医学;心血管系统疾病;,基于可视化知识图谱的心电图特征分析
张洋,首都医科大学附属北京佑安医院,感染性疾病及传染病;内分泌腺及全身性疾病;临床医学;,基于可视化知识图谱的心电图特征分析
陈润赫,青岛大学,计算机软件及计算机应用;临床医学;心血管系统疾病;,基于可视化知识图谱的心电图特征分析
王子琪,青岛大学,计算机软件及计算机应用;临床医学;心血管系统疾病;,基于可视化知识图谱的心电图特征分析
张桂溪,青岛大学,计算机软件及计算机应用;临床医学;心血管系统疾病;,基于可视化知识图谱的心电图特征分析
邱磊,青岛大学,临床医学;心血管系统疾病;计算机软件及计算机应用;,基于可视化知识图谱的心电图特征分析
冯志伟,黑龙江大学,中国语言文字;计算机软件及计算机应用;外国语言文字;,自然语言处理的重要资源：“知识图谱”
王志春,北京师范大学,计算机软件及计算机应用;电力工业;电信技术;,全球通信光缆知识图谱构建及应用
李邦祺,北京师范大学,电信技术;计算机软件及计算机应用;,全球通信光缆知识图谱构建及应用
李凯曼,北京师范大学,电信技术;计算机软件及计算机应用;,全球通信光缆知识图谱构建及应用
田沄,北京师范大学,计算机软件及计算机应用;生物医学工程;神经病学;,全球通信光缆知识图谱构建及应用
文利情,广东省立中山图书馆,图书情报与数字图书馆;电信技术;计算机软件及计算机应用;,知识图谱赋能的阅读推广研究
熊回香,华中师范大学,计算机软件及计算机应用;图书情报与数字图书馆;医学教育与医学边缘学科;,基于知识图谱的数字档案服务模式探究
严舞月,华中师范大学,计算机软件及计算机应用;档案及博物馆;,基于知识图谱的数字档案服务模式探究
马玉凤,国防科学技术大学,计算机软件及计算机应用;军事;,军事系统工程中的知识图谱应用及研究
向南,国防科学技术大学,计算机软件及计算机应用;武器工业与军事技术;军事;,军事系统工程中的知识图谱应用及研究
豆亚杰,国防科学技术大学,武器工业与军事技术;计算机软件及计算机应用;军事;,军事系统工程中的知识图谱应用及研究
姜江,国防科学技术大学,武器工业与军事技术;计算机软件及计算机应用;军事;,军事系统工程中的知识图谱应用及研究
杨克巍,国防科学技术大学,计算机软件及计算机应用;武器工业与军事技术;军事;,军事系统工程中的知识图谱应用及研究
谭跃进,国防科学技术大学,计算机软件及计算机应用;武器工业与军事技术;数学;,军事系统工程中的知识图谱应用及研究
刘伟江,吉林大学,贸易经济;金融;计算机软件及计算机应用;,融合知识图谱的RippleNet推荐模型优化研究
郝一哲,吉林大学,计算机软件及计算机应用;,融合知识图谱的RippleNet推荐模型优化研究
陈子睿,天津大学,计算机软件及计算机应用;,开放领域知识图谱问答研究综述
王鑫,天津大学,海洋学;计算机软件及计算机应用;新能源;,开放领域知识图谱问答研究综述
王林,,计算机软件及计算机应用;电力工业;数学;,开放领域知识图谱问答研究综述
徐大为,,计算机软件及计算机应用;电力工业;数学;,开放领域知识图谱问答研究综述
贾勇哲,天津大学,电力工业;计算机软件及计算机应用;电信技术;,开放领域知识图谱问答研究综述
聂同攀,中国航空工业第一集团第一飞机设计研究院,航空航天科学与工程;计算机软件及计算机应用;计算机硬件技术;,面向飞机电源系统故障诊断的知识图谱构建技术及应用
曾继炎,北京航空航天大学,自动化技术;计算机软件及计算机应用;航空航天科学与工程;,面向飞机电源系统故障诊断的知识图谱构建技术及应用
