name,college,major,paper
程玉杰,北京航空航天大学,计算机软件及计算机应用;电力工业;自动化技术;,面向飞机电源系统故障诊断的知识图谱构建技术及应用
马梁,北京航空航天大学,电力工业;计算机软件及计算机应用;自动化技术;,面向飞机电源系统故障诊断的知识图谱构建技术及应用
于文东,中国船舶重工集团公司第七一四研究所,船舶工业;电力工业;图书情报与数字图书馆;,基于“质”与“量”的船舶领域知识图谱构建研究
任惠超,中国船舶重工集团公司第七一四研究所,图书情报与数字图书馆;工业经济;计算机软件及计算机应用;,基于“质”与“量”的船舶领域知识图谱构建研究
董艳波,中国船舶重工集团公司第七一四研究所,船舶工业;电力工业;图书情报与数字图书馆;,基于“质”与“量”的船舶领域知识图谱构建研究
黄庆龙,中国船舶重工集团公司第七一四研究所,船舶工业;武器工业与军事技术;电力工业;,基于“质”与“量”的船舶领域知识图谱构建研究
刘晓,中国船舶信息中心,船舶工业;图书情报与数字图书馆;,基于“质”与“量”的船舶领域知识图谱构建研究
张雨,北京邮电大学,科学研究管理;图书情报与数字图书馆;,科技政策知识图谱构建研究
吴俊,北京邮电大学,电信技术;信息经济与邮政经济;计算机软件及计算机应用;,科技政策知识图谱构建研究
曾伟桂,北京信息科技大学,图书情报与数字图书馆;有机化工;安全科学与灾害防治;,基于Neo4j的化工安全知识图谱构建研究
吉娜烨,浙江传媒学院,计算机硬件技术;计算机软件及计算机应用;新闻与传媒;,融合知识图谱的NBA赛事新闻的自动写作
廖龙飞,浙江传媒学院,电力工业;计算机软件及计算机应用;新闻与传媒;,融合知识图谱的NBA赛事新闻的自动写作
闫燕勤,浙江传媒学院,计算机软件及计算机应用;新闻与传媒;无线电电子学;,融合知识图谱的NBA赛事新闻的自动写作
俞定国,浙江传媒学院,计算机软件及计算机应用;电力工业;新闻与传媒;,融合知识图谱的NBA赛事新闻的自动写作
张帆,浙江传媒学院,计算机软件及计算机应用;计算机硬件技术;教育理论与教育管理;,融合知识图谱的NBA赛事新闻的自动写作
张祎,中国人民大学,计算机软件及计算机应用;电力工业;自动化技术;,InterTris：三元交互的领域知识图谱表示学习
孟小峰,中国人民大学,计算机软件及计算机应用;互联网技术;计算机硬件技术;,InterTris：三元交互的领域知识图谱表示学习
郝文建,中国电子技术标准化研究院,宏观经济管理与可持续发展;计算机软件及计算机应用;图书情报与数字图书馆;,标准知识图谱的构建与应用
魏梅,中国电子技术标准化研究院,宏观经济管理与可持续发展;图书情报与数字图书馆;科学研究管理;,标准知识图谱的构建与应用
张浩,中国电子技术标准化研究院,科学研究管理;图书情报与数字图书馆;宏观经济管理与可持续发展;,标准知识图谱的构建与应用
王立玺,中国电子技术标准化研究院,计算机软件及计算机应用;图书情报与数字图书馆;宏观经济管理与可持续发展;,标准知识图谱的构建与应用
胡晨,中国电子技术标准化研究院,计算机软件及计算机应用;图书情报与数字图书馆;宏观经济管理与可持续发展;,标准知识图谱的构建与应用
刘爽,大连民族大学,计算机软件及计算机应用;自动化技术;高等教育;,面向多数据源的少数民族文化知识图谱构建
杨辉,大连民族大学,计算机软件及计算机应用;中国古代史;互联网技术;,面向多数据源的少数民族文化知识图谱构建
李佳宜,大连民族大学,电力工业;互联网技术;行政学及国家行政管理;,面向多数据源的少数民族文化知识图谱构建
谭楠楠,大连民族大学,计算机软件及计算机应用;电力工业;中国古代史;,面向多数据源的少数民族文化知识图谱构建
余传明,中南财经政法大学,计算机软件及计算机应用;图书情报与数字图书馆;自动化技术;,面向链接预测的知识图谱表示模型对比研究
张贞港,中南财经政法大学,计算机软件及计算机应用;自动化技术;图书情报与数字图书馆;,面向链接预测的知识图谱表示模型对比研究
孔令格,中南财经政法大学,计算机软件及计算机应用;自动化技术;图书情报与数字图书馆;,面向链接预测的知识图谱表示模型对比研究
李芳国,北京化工大学,有机化工;燃料化工;石油天然气工业;,HAZOP知识图谱构建方法
张贝克,北京化工大学,计算机软件及计算机应用;自动化技术;无机化工;,HAZOP知识图谱构建方法
高东,北京化工大学,计算机软件及计算机应用;自动化技术;无机化工;,HAZOP知识图谱构建方法
周锐,四川大学,企业经济;行政学及国家行政管理;工业经济;,基于知识图谱的城市公共危机信息资源融合研究
邢琳悦,四川大学,档案及博物馆;计算机软件及计算机应用;政党及群众组织;,基于知识图谱的城市公共危机信息资源融合研究
郭成,昆明理工大学,电力工业;计算机软件及计算机应用;自动化技术;,面向低压配电网络拓扑的知识图谱构建与检索分析方法
徐成现,昆明理工大学,机械工业;动力工程;电力工业;,面向低压配电网络拓扑的知识图谱构建与检索分析方法
蒋维,昆明理工大学,机械工业;铁路运输;电力工业;,面向低压配电网络拓扑的知识图谱构建与检索分析方法
王波,,电力工业;计算机软件及计算机应用;汽车工业;,面向低压配电网络拓扑的知识图谱构建与检索分析方法
古奕乐,河北大学,图书情报与数字图书馆;,基于专利信息计量的知识图谱技术专利分析
朱焱,天津市科学技术信息研究所,科学研究管理;图书情报与数字图书馆;计算机软件及计算机应用;,基于全球专利的知识图谱技术发展与竞争态势分析
王涓,天津市科学技术信息研究所,图书情报与数字图书馆;科学研究管理;,基于全球专利的知识图谱技术发展与竞争态势分析
马重阳,天津市科学技术信息研究所,图书情报与数字图书馆;自动化技术;,基于全球专利的知识图谱技术发展与竞争态势分析
王凌云,天津市科学技术信息研究所,图书情报与数字图书馆;计算机软件及计算机应用;,基于全球专利的知识图谱技术发展与竞争态势分析
张娜,天津市科学技术信息研究所,企业经济;图书情报与数字图书馆;计算机软件及计算机应用;,基于全球专利的知识图谱技术发展与竞争态势分析
王治政,大连理工大学,计算机软件及计算机应用;诉讼法与司法制度;自动化技术;,基于多视角知识图谱嵌入的量刑预测
王雷,辽宁省锦州市人民检察院,诉讼法与司法制度;计算机软件及计算机应用;刑法;,基于多视角知识图谱嵌入的量刑预测
李帅驰,大连理工大学,计算机软件及计算机应用;医学教育与医学边缘学科;自动化技术;,基于多视角知识图谱嵌入的量刑预测
孙媛媛,大连理工大学,计算机软件及计算机应用;电力工业;诉讼法与司法制度;,基于多视角知识图谱嵌入的量刑预测
陈彦光,大连理工大学,计算机软件及计算机应用;诉讼法与司法制度;电力工业;,基于多视角知识图谱嵌入的量刑预测
许策,大连理工大学,电力工业;计算机软件及计算机应用;自动化技术;,基于多视角知识图谱嵌入的量刑预测
王刚,大连理工大学,电力工业;自动化技术;计算机软件及计算机应用;,基于多视角知识图谱嵌入的量刑预测
林鸿飞,大连理工大学,计算机软件及计算机应用;电力工业;自动化技术;,基于多视角知识图谱嵌入的量刑预测
李高云,中国电子科技集团公司第二十九研究所,自动化技术;船舶工业;计算机软件及计算机应用;,电磁目标知识图谱构建技术
旷生玉,西南电子设备研究所,武器工业与军事技术;电信技术;计算机软件及计算机应用;,电磁目标知识图谱构建技术
杨政,西南电子设备研究所,武器工业与军事技术;电信技术;计算机软件及计算机应用;,电磁目标知识图谱构建技术
江果,西南电子设备研究所,武器工业与军事技术;电信技术;计算机软件及计算机应用;,电磁目标知识图谱构建技术
付杨,辽宁生态工程职业学院,职业教育;计算机软件及计算机应用;教育理论与教育管理;,知识图谱在高职教育改革中的应用:现状、挑战及未来发展
吕双十,辽宁生态工程职业学院,植物保护;林业;职业教育;,知识图谱在高职教育改革中的应用:现状、挑战及未来发展
卢琪,陆军工程大学,计算机软件及计算机应用;,知识图谱在智能问答中的应用研究
谢艺菲,陆军工程大学,计算机软件及计算机应用;,知识图谱在智能问答中的应用研究
谢钧,陆军工程大学,计算机软件及计算机应用;电信技术;互联网技术;,知识图谱在智能问答中的应用研究
潘志松,陆军工程大学,计算机软件及计算机应用;自动化技术;互联网技术;,知识图谱在智能问答中的应用研究
张玉柳,云南师范大学,计算机软件及计算机应用;教育理论与教育管理;图书情报与数字图书馆;,国内外知识图谱发展趋势和研究热点演变分析
赵波,云南师范大学,计算机软件及计算机应用;教育理论与教育管理;植物保护;,国内外知识图谱发展趋势和研究热点演变分析
菊花,内蒙古师范大学,计算机软件及计算机应用;教育理论与教育管理;中国语言文字;,基于数据库的专业术语知识图谱自动识别设计
那顺乌日图,内蒙古大学,计算机软件及计算机应用;中国语言文字;物理学;,基于数据库的专业术语知识图谱自动识别设计
付鑫,北京中电普华信息技术有限公司,计算机软件及计算机应用;电力工业;工业经济;,基于知识图谱技术的电网运营监测分析系统设计
郭阳,北京中电普华信息技术有限公司,电力工业;计算机软件及计算机应用;自动化技术;,基于知识图谱技术的电网运营监测分析系统设计
聂玲,北京中电普华信息技术有限公司,计算机软件及计算机应用;电力工业;,基于知识图谱技术的电网运营监测分析系统设计
王思宁,北京中电普华信息技术有限公司,电力工业;计算机软件及计算机应用;电信技术;,基于知识图谱技术的电网运营监测分析系统设计
王小滨,北京中电普华信息技术有限公司,计算机软件及计算机应用;电力工业;自动化技术;,基于知识图谱技术的电网运营监测分析系统设计
杨滨名,北京中电普华信息技术有限公司,计算机软件及计算机应用;电力工业;自动化技术;,基于知识图谱技术的电网运营监测分析系统设计
李童心,国防科学技术大学,计算机软件及计算机应用;自动化技术;电力工业;,基于知识图谱的战略智能体BDI模型
王维平,国防科学技术大学,计算机软件及计算机应用;武器工业与军事技术;自动化技术;,基于知识图谱的战略智能体BDI模型
王涛,国防科学技术大学,计算机软件及计算机应用;电信技术;自动化技术;,基于知识图谱的战略智能体BDI模型
李小波,国防科学技术大学,电信技术;武器工业与军事技术;无线电电子学;,基于知识图谱的战略智能体BDI模型
郎亚坤,国家广播电影电视总局广播科学研究院,计算机软件及计算机应用;图书情报与数字图书馆;教育理论与教育管理;,基于Neo4j的C++课程知识图谱的构建和推理
苏超,上海工程技术大学,计算机软件及计算机应用;教育理论与教育管理;图书情报与数字图书馆;,基于Neo4j的C++课程知识图谱的构建和推理
王国中,上海工程技术大学,电信技术;计算机软件及计算机应用;自动化技术;,基于Neo4j的C++课程知识图谱的构建和推理
李国平,上海工程技术大学,电信技术;计算机软件及计算机应用;汽车工业;,基于Neo4j的C++课程知识图谱的构建和推理
姜天文,哈尔滨工业大学,计算机软件及计算机应用;,条件性知识图谱构建及其应用研究
曾先慧,广东技术师范大学,职业教育;贸易经济;计算机软件及计算机应用;,中职《移动电子商务》课程知识图谱的构建与应用研究
张进,上海第二工业大学,计算机软件及计算机应用;自动化技术;,基于多跳关系问答的知识图谱补全算法研究
党小春,西安理工大学,计算机软件及计算机应用;电力工业;,基于知识图谱的个性化试题推荐方法研究与应用
渊明,西安理工大学,计算机软件及计算机应用;电力工业;中等教育;,基于知识图谱的自适应学习路径推荐方法研究与应用
田玲,电子科技大学,计算机软件及计算机应用;电信技术;电力工业;,知识图谱综述——表示、构建、推理与知识超图理论
张谨川,电子科技大学,自动化技术;,知识图谱综述——表示、构建、推理与知识超图理论
张晋豪,电子科技大学,无线电电子学;自动化技术;工业经济;,知识图谱综述——表示、构建、推理与知识超图理论
周望涛,电子科技大学,电力工业;自动化技术;,知识图谱综述——表示、构建、推理与知识超图理论
周雪,电子科技大学,自动化技术;,知识图谱综述——表示、构建、推理与知识超图理论
付雷杰,西安工业大学,金属学及金属工艺;计算机软件及计算机应用;自动化技术;,国内垂直领域知识图谱发展现状与展望
曹岩,西安工业大学,计算机软件及计算机应用;金属学及金属工艺;机械工业;,国内垂直领域知识图谱发展现状与展望
白瑀,西安工业大学,金属学及金属工艺;计算机软件及计算机应用;机械工业;,国内垂直领域知识图谱发展现状与展望
冷杰武,广东工业大学,计算机软件及计算机应用;电力工业;自动化技术;,国内垂直领域知识图谱发展现状与展望
黄志成,中国电子科技集团第十研究所,图书情报与数字图书馆;,关于主动学习下的知识图谱补全研究
张雨琪,中国中医科学院,中医学;计算机软件及计算机应用;图书情报与数字图书馆;,寻常痤疮中医药知识图谱构建的关键技术研究
陈挺,中国科学院科技战略咨询研究院,图书情报与数字图书馆;科学研究管理;材料科学;,主要国家重点科技投入知识图谱的构建与应用研究
冷伏海,中国科学院科技战略咨询研究院,图书情报与数字图书馆;科学研究管理;计算机软件及计算机应用;,主要国家重点科技投入知识图谱的构建与应用研究
惠仲阳,中国科学院科技战略咨询研究院,经济体制改革;科学研究管理;工业经济;,主要国家重点科技投入知识图谱的构建与应用研究
叶京,中国科学院科技战略咨询研究院,经济体制改革;科学研究管理;预防医学与卫生学;,主要国家重点科技投入知识图谱的构建与应用研究
葛春雷,中国科学院科技战略咨询研究院,科学研究管理;经济体制改革;图书情报与数字图书馆;,主要国家重点科技投入知识图谱的构建与应用研究
李宏,中国科学院大学,图书情报与数字图书馆;科学研究管理;经济体制改革;,主要国家重点科技投入知识图谱的构建与应用研究
黄龙光,中国科学院科技战略咨询研究院,物理学;核科学技术;图书情报与数字图书馆;,主要国家重点科技投入知识图谱的构建与应用研究
陈晓怡,中国科学院科技战略咨询研究院,科学研究管理;经济体制改革;动力工程;,主要国家重点科技投入知识图谱的构建与应用研究
李昊,南京电子技术研究所,计算机软件及计算机应用;电信技术;,基于知识图谱的雷达软件测试用例复用研究
柳溪,中国电子科技集团第十四研究所,计算机软件及计算机应用;电信技术;计算机硬件技术;,基于知识图谱的雷达软件测试用例复用研究
牟梓君,中国中医科学院中医临床基础医学研究所,中医学;医药卫生方针政策与法律法规研究;计算机软件及计算机应用;,小儿脑瘫中医诊疗知识图谱构建及其隐性知识显性化研究
徐远威,青岛大学,计算机软件及计算机应用;互联网技术;,基于金融知识图谱的主题网络爬虫设计与实现
刘园园,青岛大学,计算机软件及计算机应用;,基于知识图谱的限定域问答系统关键技术研究与应用
赖荣煊,国防科学技术大学,电信技术;计算机软件及计算机应用;军事;,知识图谱在军事人力资源领域的应用综述
邹顺,国防科学技术大学,力学;电信技术;物理学;,知识图谱在军事人力资源领域的应用综述
吴文辉,国防科学技术大学,计算机软件及计算机应用;中国政治与国际政治;电信技术;,知识图谱在军事人力资源领域的应用综述
吴欣泽,解放军31632部队,计算机软件及计算机应用;军事;,知识图谱在军事人力资源领域的应用综述
许鑫,河南农业大学,计算机软件及计算机应用;农业基础科学;农作物;,小麦品种知识图谱构建与可视化研究
岳金钊,河南农业大学,计算机软件及计算机应用;农业基础科学;农作物;,小麦品种知识图谱构建与可视化研究
赵锦鹏,河南农业大学,计算机软件及计算机应用;农业基础科学;农作物;,小麦品种知识图谱构建与可视化研究
王亚坤,河南农业大学,计算机软件及计算机应用;农业基础科学;农作物;,小麦品种知识图谱构建与可视化研究
马新明,河南农业大学,农作物;农业基础科学;计算机软件及计算机应用;,小麦品种知识图谱构建与可视化研究
钱学霖,河南农业大学,计算机软件及计算机应用;农业基础科学;农作物;,小麦品种知识图谱构建与可视化研究
刘永生,中国联合网络通信有限公司,电信技术;计算机软件及计算机应用;电力工业;,从知识图谱到认知图谱及电信行业应用
廖军,中国联合网络通信有限公司,电信技术;计算机软件及计算机应用;电力工业;,从知识图谱到认知图谱及电信行业应用
李亚梦,中国联合网络通信有限公司,电信技术;计算机软件及计算机应用;自动化技术;,从知识图谱到认知图谱及电信行业应用
王巍,中国联合网络通信有限公司,计算机软件及计算机应用;计算机硬件技术;电信技术;,从知识图谱到认知图谱及电信行业应用
王青青,阜阳师范大学,计算机软件及计算机应用;医学教育与医学边缘学科;医药卫生方针政策与法律法规研究;,基于知识图谱的健康问答系统分析与设计
郭伟,阜阳师范大学,计算机软件及计算机应用;,事件驱动的事件知识图谱构建及应用
林睿凡,中国中医科学院,中医学;工业通用技术及设备;中药学;,基于本体方法构建唐本《伤寒论》知识图谱
孙雨生,湖北工业大学,图书情报与数字图书馆;计算机软件及计算机应用;新闻与传媒;,基于知识图谱的信息推荐架构体系研究
祝博,湖北工业大学,计算机软件及计算机应用;图书情报与数字图书馆;,基于知识图谱的信息推荐架构体系研究
易小芹,中国电子科技集团第三十研究所,武器工业与军事技术;电信技术;计算机软件及计算机应用;,知识图谱在装备智能维护中的应用研究
彭望龙,中国电子科技集团第三十研究所,计算机软件及计算机应用;电力工业;武器工业与军事技术;,知识图谱在装备智能维护中的应用研究
杨颖,中国电子科技集团第三十研究所,武器工业与军事技术;,知识图谱在装备智能维护中的应用研究
房冬丽,中国电子科技集团第三十研究所,计算机软件及计算机应用;武器工业与军事技术;法理、法史;,知识图谱在装备智能维护中的应用研究
沈旻旭,上海银行,投资;金融;,零售信贷客户知识图谱反欺诈应用研究
于中宝,上海银行,投资;计算机软件及计算机应用;金融;,零售信贷客户知识图谱反欺诈应用研究
杨晓彦,上海银行,金融;计算机软件及计算机应用;自动化技术;,零售信贷客户知识图谱反欺诈应用研究
周影,上海银行,投资;计算机软件及计算机应用;金融;,零售信贷客户知识图谱反欺诈应用研究
孙成,重庆邮电大学,计算机软件及计算机应用;图书情报与数字图书馆;电力工业;,交通运输监督服务知识图谱的信息抽取方法研究与应用
张泽文,南昌大学,计算机软件及计算机应用;文化经济;戏剧电影与电视艺术;,基于知识图谱的电影推荐系统的研究与实现
代梓硕,大连理工大学,工业通用技术及设备;自动化技术;有机化工;,基于贝叶斯网和知识图谱的化工过程故障诊断
纪风坡,齐鲁工业大学,计算机软件及计算机应用;冶金工业;,面向制造生产过程参数优化的知识图谱构建方法研究
翟娇娇,齐鲁工业大学,电力工业;计算机软件及计算机应用;,面向知识图谱构建的知识融合问题研究
张勇,华中师范大学,计算机软件及计算机应用;电信技术;自动化技术;,基于学科知识图谱的高校教学模式研究
杨进才,华中师范大学,计算机软件及计算机应用;互联网技术;电信技术;,基于学科知识图谱的高校教学模式研究
高扬,内蒙古大学,中国共产党;计算机软件及计算机应用;,基于知识图谱的纪检监察线索调查研究与应用
刘彩丽,内蒙古大学,中国民族与地方史志;计算机软件及计算机应用;民族学;,蒙古族历史人物知识图谱构建与分析
司雪峰,北京邮电大学,计算机软件及计算机应用;,跨媒体科技大数据知识图谱构建与动态精准画像
冀欣婷,内蒙古大学,计算机软件及计算机应用;电力工业;,融合知识图谱的用户偏好推荐模型研究
王文军,山西大同大学,自动化技术;计算机软件及计算机应用;互联网技术;,考虑数据稀疏的知识图谱缺失连接自动补全算法
余银峰,新疆大学,工业通用技术及设备;自动化技术;计算机软件及计算机应用;,考虑数据稀疏的知识图谱缺失连接自动补全算法
王琼,北京邮电大学,计算机软件及计算机应用;,领域知识图谱属性自动补全技术研究与实现
洪涛,桂林电子科技大学,电力工业;计算机软件及计算机应用;自动化技术;,基于深度学习的知识图谱关系预测与推荐算法研究
吴孟宇,北京邮电大学,计算机软件及计算机应用;金融;,基于知识图谱的金融领域服务系统的设计与实现
石崇悦,北京邮电大学,计算机软件及计算机应用;自动化技术;,基于知识图谱的复杂情绪感知系统设计与实现
钟远薪,中山大学,图书情报与数字图书馆;电信技术;计算机软件及计算机应用;,艺术图像知识图谱构建初探
夏翠娟,上海图书馆,计算机软件及计算机应用;图书情报与数字图书馆;档案及博物馆;,艺术图像知识图谱构建初探
邝浩丹,浙江中医药大学,中医学;中药学;呼吸系统疾病;,《伤寒论》知识图谱构建及其在阳明病的应用
李娇,中国农业科学院,畜牧与动物医学;生物学;图书情报与数字图书馆;,基于知识图谱的科研综述生成研究
赵志远,内蒙古农业大学,计算机软件及计算机应用;畜牧与动物医学;,基于知识图谱的绒山羊基因-表型-变异知识库构建
王永军,内蒙古农业大学,计算机软件及计算机应用;自动化技术;生物学;,基于知识图谱的纪检监察案例知识库及相似案例智能推荐算法研究
韩帆帆,河北大学,文化;图书情报与数字图书馆;,基于图数据库的非遗知识图谱构建与语义关系发现研究
宋秀来,桂林电子科技大学,电力工业;计算机软件及计算机应用;,基于知识图谱的个性化推荐方法研究
王乐,西安工业大学,电信技术;计算机硬件技术;计算机软件及计算机应用;,基于知识图谱的软件安全漏洞挖掘技术研究
李征,北京交通大学,计算机软件及计算机应用;企业经济;,基于知识图谱的工艺路线推荐方法研究
季京辉,北京交通大学,计算机软件及计算机应用;自动化技术;生物医学工程;,基于深度学习的药物知识图谱构建及智能问答应用研究
时雨,北京交通大学,预防医学与卫生学;计算机软件及计算机应用;感染性疾病及传染病;,基于知识图谱的脑血管病辅助决策支持研究
刘恬恬,山西大学,体育;图书情报与数字图书馆;,国内外田径运动科研论文的知识图谱分析
钟依欣,北京交通大学,机械工业;计算机软件及计算机应用;,基于机电设备运维知识图谱的智能搜索技术研究与实现
王子奇,中国科学院大学,工业通用技术及设备;自动化技术;计算机软件及计算机应用;,基于知识图谱的遥感图像检索定位方法
段文菁,太原理工大学,计算机软件及计算机应用;,融合知识图谱的多层兴趣建模及其在推荐系统中的应用
屈婷婷,宁夏大学,计算机软件及计算机应用;,基于知识图谱推理的问答系统设计
张金山,,,基于深度学习的医疗知识图谱问答系统
徐江英,,,不良资产知识图谱研究与应用
张文迪,华北电力大学,计算机软件及计算机应用;金融;,知识图谱语义增强表示在金融风险控制中的应用研究
吴杰,北京邮电大学,计算机软件及计算机应用;旅游;,以事件为中心的旅游知识图谱的构建与应用
阮聪,华北电力大学,计算机软件及计算机应用;电力工业;自动化技术;,融合知识图谱与神经张量网络的需求响应智能推荐
白浩,华北电力大学,电力工业;自动化技术;计算机软件及计算机应用;,融合知识图谱与卷积神经网络的电压暂降分类识别
张舒凯,北京邮电大学,计算机软件及计算机应用;自动化技术;,基于知识图谱与深度学习的问答系统算法研究与实现
梁宇海,北京邮电大学,计算机软件及计算机应用;计算机硬件技术;电力工业;,基于知识图谱的多话轮聊天机器人的研究与实现
谢佳楠,北京邮电大学,计算机软件及计算机应用;,基于知识图谱的社交网络语义研究
何任,北京邮电大学,计算机软件及计算机应用;电力工业;,基于知识图谱的Android恶意家族多分类工具的设计与实现
李瑞平,北京邮电大学,计算机软件及计算机应用;,可解释知识图谱推理技术研究
陈昌举,北京邮电大学,计算机软件及计算机应用;,面向网络百科和知识图谱的实体链接算法研究与实现
丁奕齐,北京邮电大学,计算机软件及计算机应用;,面向领域知识图谱构建的知识抽取的研究和实现
蔡国建,北京邮电大学,航空航天科学与工程;电信技术;计算机软件及计算机应用;,基于知识图谱的航天测控网资源优化技术研究
闫丽华,西北农林科技大学,计算机软件及计算机应用;植物保护;园艺;,基于知识图谱的葡萄病虫害自动问答系统
蔡新辉,内蒙古工业大学,计算机软件及计算机应用;电力工业;,基于多源异构数据的地方风土人情知识图谱构建方法及应用研究
范钰程,太原理工大学,计算机软件及计算机应用;中等教育;,基于知识图谱的高考自动问答系统设计与实现
张福信,太原理工大学,水利水电工程;,淠河流域水库群防洪调度知识图谱构建研究
陈秋瑾,厦门理工学院,航空航天科学与工程;计算机软件及计算机应用;图书情报与数字图书馆;,基于微服务架构与知识图谱技术构建无人机知识库系统
安梦良,中国科学院大学,地质学;电信技术;计算机软件及计算机应用;,基于知识图谱的智能导学系统的设计与实现
宋厚岩,中国科学院大学,计算机软件及计算机应用;电力工业;,基于图数据库的电力系统知识图谱研究与应用
张强,中国科学院大学,计算机软件及计算机应用;,基于知识图谱的问答系统关键技术研究与应用
吴赛赛,中国农业科学院农业信息研究所,计算机软件及计算机应用;农业经济;农业基础科学;,基于知识图谱的作物病虫害智能问答系统设计与实现
李悦,中国农业科学院农业信息研究所,图书情报与数字图书馆;植物保护;计算机软件及计算机应用;,农作物病虫害知识图谱构建研究
冯子珍,山西大学,计算机软件及计算机应用;旅游;,基于山西旅游知识图谱的事实型问答技术研究
虞凤萍,山东师范大学,电力工业;工业通用技术及设备;计算机软件及计算机应用;,基于知识图谱的可解释临床事件预测方法研究
仝硕阳,西北大学,计算机软件及计算机应用;电力工业;,基于知识图谱的可解释推荐模型研究及应用
高厦,西北大学,计算机软件及计算机应用;教育理论与教育管理;,基于知识图谱的个性化学习平台的设计与实现
陈居乾,中国电信驻马店分公司,汽车工业;职业教育;,中职院校汽车维修知识图谱构建及其教学应用研究
陶成,北京邮电大学,基础医学;计算机软件及计算机应用;,基于知识图谱的心理学知识服务系统设计与实现
李忠,云南财经大学,计算机软件及计算机应用;,基于知识图谱的科学论文语义聚合模型研究
章志鹏,云南财经大学,计算机软件及计算机应用;自动化技术;图书情报与数字图书馆;,交互式知识图谱可视化及其在教育领域的应用
王鑫,云南财经大学,计算机软件及计算机应用;中等教育;,基于知识图谱的高考咨询问答技术研究
袁荣亮,,新闻与传媒;图书情报与数字图书馆;,基于深度学习的网络信息资源知识图谱研究
姬忠田,南京理工大学,新闻与传媒;图书情报与数字图书馆;,基于深度学习的网络信息资源知识图谱研究
马志明,北京邮电大学,计算机软件及计算机应用;,基于知识图谱的食品对话系统的设计与实现
田宇轩,山东大学,计算机软件及计算机应用;,针对网络水军的知识图谱构造方法
陈尚志,山东大学,计算机软件及计算机应用;,基于事实信息融合的知识图谱补全方法研究与实现
宋邓强,东华大学,船舶工业;,面向船舶分段制造过程的动态知识图谱建模方法
周彬,东华大学,机械工业;船舶工业;计算机软件及计算机应用;,面向船舶分段制造过程的动态知识图谱建模方法
申兴旺,东华大学,船舶工业;电力工业;计算机软件及计算机应用;,面向船舶分段制造过程的动态知识图谱建模方法
鲍劲松,东华大学,计算机软件及计算机应用;自动化技术;轻工业手工业;,面向船舶分段制造过程的动态知识图谱建模方法
周亚勤,东华大学,自动化技术;机械工业;轻工业手工业;,面向船舶分段制造过程的动态知识图谱建模方法
李学良,青岛大学,计算机软件及计算机应用;中医学;,基于知识图谱的中医药问答系统的研究与实现
杨小敏,北京邮电大学,计算机软件及计算机应用;电力工业;自动化技术;,基于深度学习的垂直领域知识图谱构建方法研究与实现
周子豪,山东农业大学,计算机软件及计算机应用;自动化技术;植物保护;,基于知识图谱的茶叶知识问答系统研究与实现
杨江,北京邮电大学,计算机软件及计算机应用;临床医学;生物医学工程;,医疗影像知识图谱构建的关键技术研究与实现
宋灿灿,北京交通大学,中国政治与国际政治;计算机软件及计算机应用;,基于知识图谱的政协提案主题分析与研究
柳少峰,广东工业大学,计算机软件及计算机应用;自动化技术;电力工业;,工业机器人预测式健康管理知识图谱构建研究
邓志彬,广东工业大学,电力工业;,融合社交网络和知识图谱的推荐算法
刘艳宇,北京邮电大学,计算机软件及计算机应用;电力工业;,基于知识图谱的数控加工信息推荐系统设计与开发
马超童,中国电信集团系统集成有限责任公司北京分公司,计算机软件及计算机应用;电力工业;,面向科技咨询的知识图谱构建与管理平台的设计与实现
刘科孟,北京邮电大学,电力工业;计算机软件及计算机应用;,基于知识图谱的推荐系统的研究与实现
宋次剑,中国科学技术大学,计算机软件及计算机应用;行政学及国家行政管理;,知识图谱构建若干关键技术及公共安全领域应用研究
张雨琪,中国中医科学院,中医学;计算机软件及计算机应用;图书情报与数字图书馆;,中医药知识图谱的构建与应用研究进展
李宗友,国家中医药管理局,中医学;医药卫生方针政策与法律法规研究;中药学;,中医药知识图谱的构建与应用研究进展
王映辉,中国中医科学院中医药信息研究所,中医学;医药卫生方针政策与法律法规研究;计算机软件及计算机应用;,中医药知识图谱的构建与应用研究进展
李敬华,中国中医科学院中医药信息研究所,中医学;计算机软件及计算机应用;中药学;,中医药知识图谱的构建与应用研究进展
于琦,中国中医科学院中医药信息研究所,中医学;计算机软件及计算机应用;中药学;,中医药知识图谱的构建与应用研究进展
朱玲,中国中医科学院中医药信息研究所,中医学;计算机软件及计算机应用;中药学;,中医药知识图谱的构建与应用研究进展
姜威,中国中医科学院中医药信息研究所,中医学;医药卫生方针政策与法律法规研究;中药学;,中医药知识图谱的构建与应用研究进展
于彤,中国中医科学院中医药信息研究所,中医学;计算机软件及计算机应用;中药学;,中医药知识图谱的构建与应用研究进展
刘语晗,北京邮电大学,计算机软件及计算机应用;,基于知识图谱的可解释推荐算法研究
金城,延边大学,计算机软件及计算机应用;外国语言文字;中等教育;,中韩双语知识图谱实体对齐方法的研究与应用
刘萌,东华大学,计算机软件及计算机应用;,基于知识图谱的复杂产品装配指南的问答系统设计研究
范青,荆楚理工学院,新闻与传媒;文化;图书情报与数字图书馆;,非物质文化遗产的知识图谱构建
史中超,华中师范大学,文化;计算机软件及计算机应用;图书情报与数字图书馆;,非物质文化遗产的知识图谱构建
